id,gps_height,longitude,latitude,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type_group,management,payment,water_quality,quantity,source,waterpoint_type,year_rec,month_rec,age
72868,642,31.48886922,-2.08279138,Lake Victoria,Kagera,18,3,other,180.0,True,VWC,True,1967,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,7,44
35898,191,33.10406066,-2.98948606,Lake Victoria,Mwanza,19,7,other,99.0,False,VWC,True,1982,other,vwc,never pay,soft,seasonal,shallow well,other,2011,8,29
10830,1786,38.24602169,-4.660114599999999,Pangani,Tanga,4,1,other,1.0,True,VWC,True,1992,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,3,19
66810,62,38.66465299,-5.80507523,Pangani,Tanga,4,5,other,20.0,False,Private operator,False,2009,submersible,private operator,pay per bucket,salty,insufficient,machine dbh,communal standpipe,2011,3,2
68345,536,37.13500941,-11.40262345,Ruvuma / Southern Coast,Ruvuma,10,1,other,1.0,True,VWC,False,1997,swn 80,vwc,pay annually,soft,enough,machine dbh,hand pump,2013,2,16
57496,56,33.630503600000004,-2.9436776,Lake Victoria,Shinyanga,17,2,other,229.0,True,WUG,False,1989,swn 80,wug,never pay,soft,enough,shallow well,hand pump,2013,3,24
52646,180,38.83354653,-5.1626656,Pangani,Tanga,4,3,other,250.0,True,VWC,False,2001,nira/tanira,vwc,pay per bucket,salty,insufficient,machine dbh,hand pump,2011,3,10
30932,56,33.01826854,-3.89017031,Internal,Shinyanga,17,3,rural,180.0,True,WUG,False,2008,nira/tanira,wug,never pay,soft,seasonal,shallow well,hand pump,2012,10,4
62611,607,37.17071463,-10.71498071,Ruvuma / Southern Coast,Ruvuma,10,1,other,1.0,False,Private operator,False,2011,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,2,2
13049,56,33.24487860139598,-3.491473498386441,Lake Victoria,Shinyanga,17,1,other,182.0,False,unknown,False,1978,other,unknown,unknown,unknown,seasonal,rainwater harvesting,communal standpipe,2013,2,35
64431,861,33.80973341,-9.16425335,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,2005,gravity,vwc,never pay,soft,enough,river,communal standpipe,2011,7,6
47218,191,32.08322452,-2.40719905,Lake Victoria,Mwanza,19,5,other,157.0,True,VWC,False,2006,other,vwc,pay per bucket,soft,enough,spring,other,2011,8,5
5656,2027,34.5429692,-9.2531188,Rufiji,Iringa,11,4,other,30.0,True,VWC,True,2010,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,2011,3,1
42987,349,33.20491215,-8.9596145,Lake Rukwa,Mbeya,12,6,other,30.0,True,Water Board,True,1993,gravity,vwc,pay annually,soft,insufficient,river,communal standpipe,2011,4,18
6890,349,33.12096798,-9.06260414,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,False,1999,nira/tanira,vwc,pay when scheme fails,soft,seasonal,shallow well,hand pump,2011,8,12
8074,1808,34.66400126,-1.38623324,Lake Victoria,Mara,20,1,other,200.0,False,unknown,True,1998,other,private operator,unknown,soft,enough,shallow well,other,2012,10,14
18535,32,38.85210076,-6.58291231,Wami / Ruvu,Pwani,6,1,other,11.0,True,VWC,False,2008,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,2011,2,3
60005,861,35.72497470000001,-5.53469959,Internal,Dodoma,1,4,other,132.0,True,VWC,True,2006,mono,vwc,unknown,soft,dry,machine dbh,communal standpipe multiple,2011,3,5
67381,1392,30.82485121,-3.04084872,Lake Tanganyika,Kigoma,16,1,other,150.0,True,VWC,False,2010,gravity,vwc,unknown,soft,enough,spring,communal standpipe,2013,2,3
51550,743,33.19201652,-4.66339823,Lake Tanganyika,Tabora,14,1,other,182.0,False,VWC,False,2002,nira/tanira,vwc,never pay,soft,seasonal,shallow well,hand pump,2013,2,11
59056,660,35.97199772,-5.9413719,Wami / Ruvu,Dodoma,1,5,urban,157.0,True,VWC,False,1993,gravity,vwc,never pay,soft,dry,spring,communal standpipe multiple,2011,4,18
21562,919,35.19783284,-7.77809358,Rufiji,Iringa,11,1,rural,1.0,True,VWC,True,2001,gravity,vwc,pay annually,soft,dry,spring,communal standpipe,2011,3,10
40402,642,33.91819247,-9.60586207,Lake Nyasa,Mbeya,12,3,other,180.0,True,VWC,True,2002,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,11,9
13277,180,38.7430759,-5.15437233,Pangani,Tanga,4,3,other,600.0,True,VWC,False,1983,other,vwc,never pay,soft,enough,shallow well,other,2011,3,28
44189,482,39.37201733,-10.81359957,Ruvuma / Southern Coast,Mtwara,90,33,other,780.0,True,VWC,False,1988,gravity,vwc,pay per bucket,soft,insufficient,spring,improved spring,2013,1,25
3469,984,31.07353348,-7.09150198,Lake Rukwa,Rukwa,15,1,other,300.0,True,VWC,True,2006,nira/tanira,vwc,pay annually,salty,enough,hand dtw,hand pump,2011,8,5
20489,1393,35.73358526,-4.3664737,Internal,Manyara,21,1,other,120.0,True,VWC,True,2004,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2013,2,9
50987,545,37.70163873,-6.81626712,Wami / Ruvu,Morogoro,5,5,urban,300.0,True,VWC,True,2001,submersible,vwc,never pay,soft,enough,machine dbh,other,2011,8,10
36410,13,39.72629235,-9.78344853,Ruvuma / Southern Coast,Lindi,80,62,rural,350.0,False,unknown,True,2008,india mark ii,vwc,unknown,salty,insufficient,machine dbh,hand pump,2013,1,5
858,1407,37.41862458,-3.3029244,Pangani,Kilimanjaro,3,4,rural,60.0,True,VWC,True,1974,gravity,vwc,unknown,soft,insufficient,spring,other,2013,2,39
25153,688,36.97162078,-11.00132711,Ruvuma / Southern Coast,Ruvuma,10,1,other,1.0,True,VWC,False,2001,other handpump,vwc,pay annually,soft,enough,machine dbh,hand pump,2013,2,12
63774,63,38.98827186,-7.95069634,Rufiji,Pwani,60,53,other,1.0,False,VWC,True,2007,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,2011,2,4
44698,874,33.16366624,-9.23291534,Lake Nyasa,Mbeya,12,2,rural,229.0,False,VWC,False,1988,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,2011,4,23
52280,555,38.16673925,-4.94583486,Pangani,Tanga,4,2,other,800.0,True,VWC,False,2004,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,3,7
38993,861,33.83423301,-9.3046687,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,2012,gravity,vwc,unknown,soft,enough,spring,communal standpipe,2011,4,-1
54749,349,33.07046932,-9.02854812,Lake Rukwa,Mbeya,12,6,other,125.0,True,VWC,False,2008,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2011,4,3
12336,689,37.53004956,-3.54359618,Pangani,Kilimanjaro,3,2,other,200.0,True,WUA,True,2011,submersible,wua,pay monthly,soft,insufficient,machine dbh,communal standpipe,2013,2,2
15925,1847,36.64028737,-3.24653566,Pangani,Arusha,2,2,rural,150.0,True,VWC,True,1990,gravity,vwc,pay when scheme fails,soft,insufficient,spring,communal standpipe,2013,3,23
44285,1227,33.78780614,-1.71224685,Lake Victoria,Mara,20,3,rural,320.0,False,VWC,True,1985,gravity,vwc,unknown,soft,enough,lake,communal standpipe,2012,10,27
39876,642,33.84012888,-9.64162873,Lake Nyasa,Mbeya,12,3,other,180.0,True,VWC,True,2011,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,0
10861,1362,34.93604543,-5.25834222,Internal,Singida,13,2,rural,1.0,False,VWC,False,1970,mono,vwc,unknown,unknown,dry,machine dbh,communal standpipe,2013,2,43
7616,903,35.87484533,-10.61999371,Rufiji,Ruvuma,10,5,other,400.0,True,WUG,False,1994,swn 80,wug,pay when scheme fails,soft,insufficient,shallow well,hand pump,2013,2,19
55317,56,33.27424953,-3.87023518,Internal,Shinyanga,17,3,rural,180.0,True,WUG,True,2008,nira/tanira,wug,never pay,soft,seasonal,shallow well,hand pump,2012,10,4
63259,1364,37.20310313,-3.2214243,Pangani,Kilimanjaro,3,5,other,15.0,True,Water Board,True,1995,gravity,water board,other,soft,enough,spring,communal standpipe,2013,2,18
5020,27,38.63580305,-6.83941584,Wami / Ruvu,Pwani,6,2,other,250.0,True,VWC,True,2006,mono,vwc,pay per bucket,soft,enough,river,communal standpipe,2011,3,5
19207,56,34.1097714,-3.08164469,Lake Victoria,Shinyanga,17,2,other,229.0,True,WUG,False,1982,swn 80,wug,other,soft,insufficient,shallow well,hand pump,2013,2,31
10426,1287,38.4545379,-4.9111221,Pangani,Tanga,4,1,other,1.0,True,VWC,True,1975,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,3,36
49202,927,37.59768981,-3.74252938,Pangani,Kilimanjaro,3,2,other,56.0,True,Water Board,True,2011,gravity,water board,pay per bucket,soft,insufficient,spring,communal standpipe,2013,3,2
39808,874,31.84873968,-1.04532345,Lake Victoria,Kagera,18,2,rural,229.0,True,VWC,True,1999,gravity,vwc,never pay,soft,insufficient,rainwater harvesting,communal standpipe,2011,7,12
17581,191,33.091564197786525,-2.6205017775686295,Lake Victoria,Mwanza,19,2,other,229.0,True,unknown,True,2011,other,vwc,never pay,soft,insufficient,shallow well,other,2012,10,1
8519,1218,38.47971245,-4.63705,Pangani,Tanga,4,1,other,1.0,True,VWC,True,2010,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,2011,3,1
56090,1577,38.26721269,-4.782759099999999,Pangani,Tanga,4,1,other,1.0,True,VWC,True,1994,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,4,17
73106,2149,35.43539113,-4.0276766,Internal,Manyara,21,3,other,120.0,True,VWC,True,1991,other,vwc,never pay,soft,dry,shallow well,other,2013,2,22
33148,874,31.47690711,-1.4521437,Lake Victoria,Kagera,18,2,rural,229.0,True,VWC,True,2005,swn 80,vwc,never pay,soft,insufficient,shallow well,hand pump,2011,7,6
1787,56,33.51728194,-3.432939,Internal,Shinyanga,17,8,other,87.0,True,WUG,False,1974,nira/tanira,wug,pay when scheme fails,soft,enough,shallow well,hand pump,2012,10,38
9331,472,34.93124279,-11.42324679,Lake Nyasa,Ruvuma,10,3,other,60.0,False,VWC,True,1976,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2013,2,37
28653,1484,34.6382105,-4.20754808,Internal,Singida,13,1,other,554.0,True,VWC,True,2010,afridev,vwc,never pay,soft,enough,machine dbh,hand pump,2013,1,3
58842,299,39.5386614,-10.46109399,Ruvuma / Southern Coast,Lindi,80,23,rural,765.0,False,VWC,False,2010,other,vwc,pay per bucket,soft,insufficient,machine dbh,hand pump,2013,1,3
36459,1520,37.59716344,-3.17984828,Pangani,Kilimanjaro,3,1,other,1.0,True,Company,True,2003,gravity,company,pay monthly,soft,enough,spring,communal standpipe,2013,2,10
24423,874,33.62188238,-4.25768209,Internal,Tabora,14,2,other,229.0,True,Water authority,False,2007,submersible,vwc,never pay,soft,enough,dam,communal standpipe multiple,2012,10,5
70219,512,34.63067313,-11.03490112,Lake Nyasa,Ruvuma,10,3,other,50.0,True,VWC,True,1992,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,2013,10,21
38125,868,37.54731470000001,-3.38520325,Pangani,Kilimanjaro,3,4,rural,1.0,True,Company,True,2011,gravity,company,never pay,soft,enough,spring,communal standpipe multiple,2013,4,2
23125,467,37.06783757,-6.82437672,Wami / Ruvu,Morogoro,5,1,other,70.0,True,VWC,True,2004,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,2011,3,7
49155,1239,36.72791722,-3.43138657,Pangani,Arusha,2,3,rural,980.0,False,Water Board,False,2000,gravity,water board,never pay,soft,enough,spring,communal standpipe,2013,3,13
52364,1021,29.66814169,-4.72341201,Lake Tanganyika,Kigoma,16,3,rural,60.0,True,WUG,True,2003,gravity,wug,pay monthly,soft,enough,spring,communal standpipe,2013,1,10
52625,49,38.92873157,-6.50554282,Wami / Ruvu,Pwani,6,1,other,15.0,True,Company,True,2009,submersible,private operator,pay per bucket,soft,enough,river,communal standpipe,2011,3,2
54641,1692,31.52700986,-8.29442308,Lake Tanganyika,Rukwa,15,2,rural,300.0,True,VWC,False,1991,gravity,vwc,never pay,soft,enough,spring,improved spring,2011,7,20
56914,1073,31.04546611,-5.10974524,Lake Tanganyika,Kigoma,16,3,rural,1000.0,True,VWC,True,1972,other,vwc,unknown,soft,insufficient,shallow well,other,2013,2,41
941,2094,33.95905173,-8.96823135,Rufiji,Iringa,11,3,other,180.0,False,VWC,False,1974,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,2011,3,37
1000,660,32.65144553,-5.55534532,Lake Tanganyika,Tabora,14,5,other,157.0,True,VWC,True,1989,india mark ii,vwc,never pay,soft,seasonal,shallow well,hand pump,2012,10,23
14190,56,33.91534622,-3.10923301,Lake Victoria,Shinyanga,17,2,other,229.0,True,WUG,False,1996,swn 80,wug,other,soft,insufficient,shallow well,hand pump,2012,11,16
14574,468,37.06778606,-6.79918223,Wami / Ruvu,Morogoro,5,1,other,500.0,True,WUG,True,2003,submersible,wug,pay monthly,soft,insufficient,machine dbh,communal standpipe,2011,2,8
17827,743,30.80629396,-1.40786922,Lake Victoria,Kagera,18,1,other,182.0,True,WUG,True,1984,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,27
9433,727,31.74648551,-1.07117089,Lake Victoria,Kagera,18,7,other,99.0,True,VWC,True,2007,other,vwc,never pay,soft,seasonal,spring,improved spring,2011,7,4
22234,278,36.70028676,-8.08861446,Rufiji,Morogoro,5,3,other,100.0,True,unknown,True,1983,other,vwc,never pay,soft,seasonal,shallow well,hand pump,2011,3,28
35099,94,38.92771759,-6.50579537,Wami / Ruvu,Pwani,6,1,other,30.0,True,Company,True,2010,submersible,private operator,pay per bucket,soft,enough,river,communal standpipe,2011,3,1
17763,861,33.80724065,-9.27620981,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,2010,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,2011,4,1
37436,349,32.31550187,-8.57741436,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,True,2009,submersible,vwc,never pay,soft,enough,river,communal standpipe,2011,7,2
62076,2102,34.00707236,-9.337928,Lake Nyasa,Iringa,11,3,other,180.0,True,WUA,False,2003,gravity,wua,never pay,unknown,dry,spring,communal standpipe,2011,3,8
1958,1687,34.49879217,-9.85187567,Lake Nyasa,Iringa,11,5,other,1.0,True,VWC,False,1992,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,2,19
8939,1574,34.9138964,-4.77480424,Internal,Singida,13,2,rural,700.0,True,VWC,False,1990,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,2013,1,23
73476,1254,30.02488472,-4.81854061,Lake Tanganyika,Kigoma,16,2,other,2100.0,True,Water authority,True,1976,gravity,water board,pay annually,soft,enough,river,communal standpipe multiple,2013,1,37
35376,1967,34.21252429,-9.38881754,Lake Nyasa,Iringa,11,3,other,180.0,True,VWC,False,1994,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,2011,2,17
37382,1352,30.64072322,-5.73178876,Lake Tanganyika,Rukwa,15,1,other,200.0,True,Water authority,True,1985,other,water authority,never pay,soft,enough,machine dbh,hand pump,2013,1,28
35657,1145,36.10361066,-3.62379185,Internal,Arusha,2,1,other,1.0,True,VWC,False,2010,submersible,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,2013,3,3
40007,2143,34.58369379,-9.58396398,Lake Nyasa,Iringa,11,4,other,600.0,True,VWC,False,2000,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,2,11
37040,349,33.10955549,-9.25509357,Lake Nyasa,Mbeya,12,6,other,125.0,True,VWC,False,2007,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,2011,7,4
57998,365,38.62101802,-10.76991009,Ruvuma / Southern Coast,Mtwara,90,33,other,1.0,True,VWC,True,1985,other,vwc,unknown,salty,dry,shallow well,other,2013,1,28
15003,269,38.31392898,-6.40535224,Wami / Ruvu,Pwani,6,1,other,800.0,False,WUA,True,2005,submersible,private operator,pay per bucket,soft,insufficient,river,communal standpipe,2011,3,6
53737,1321,38.32637219,-4.4669758,Pangani,Tanga,4,1,other,1.0,True,VWC,True,2008,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,3,3
4911,56,31.63924831,-3.39374682,Lake Tanganyika,Shinyanga,17,5,other,157.0,True,Parastatal,True,2011,nira/tanira,parastatal,unknown,soft,enough,shallow well,hand pump,2012,10,1
62756,1245,38.32954273,-4.4524081,Pangani,Tanga,4,1,other,1.0,True,VWC,True,2005,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,3,6
36813,743,32.86426064,-4.29346051,Lake Tanganyika,Tabora,14,1,other,182.0,False,VWC,False,2005,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2012,10,7
52524,56,31.66078222,-3.41018096,Lake Tanganyika,Shinyanga,17,5,other,157.0,False,WUG,True,1971,nira/tanira,wug,unknown,soft,dry,shallow well,hand pump,2012,10,41
54064,1337,30.58850422,-3.68444279,Lake Tanganyika,Kigoma,16,1,other,500.0,True,VWC,False,1993,gravity,vwc,pay annually,soft,insufficient,river,communal standpipe multiple,2013,2,20
61407,56,31.93812935,-3.48417442,Lake Tanganyika,Shinyanga,17,5,other,157.0,False,Other,False,1972,other,other,unknown,salty,dry,shallow well,other,2012,10,40
21631,861,31.46558941,-3.21044202,Lake Tanganyika,Kagera,18,4,other,132.0,True,VWC,True,1991,nira/tanira,vwc,never pay,milky,insufficient,shallow well,hand pump,2011,7,20
46754,1304,36.80484283,-3.35261769,Pangani,Arusha,2,7,other,130.0,True,VWC,False,1990,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,2013,12,23
38078,486,37.23667961,-7.10013213,Wami / Ruvu,Morogoro,5,6,other,130.0,True,VWC,True,1980,swn 80,vwc,never pay,salty,enough,shallow well,hand pump,2011,3,31
43352,743,30.86158561,-1.48289452,Lake Victoria,Kagera,18,1,other,182.0,True,VWC,True,1996,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,7,15
41136,349,31.79695071,-1.28520595,Lake Victoria,Kagera,18,6,urban,125.0,True,VWC,False,1988,gravity,vwc,never pay,soft,enough,rainwater harvesting,communal standpipe,2011,8,23
59503,191,33.091564197786525,-2.6205017775686295,Lake Victoria,Mwanza,19,2,other,229.0,True,VWC,True,2010,mono,vwc,never pay,soft,enough,lake,communal standpipe multiple,2012,12,2
11017,176,38.34338007,-6.63409412,Wami / Ruvu,Pwani,6,1,other,20.0,False,WUA,True,2010,submersible,private operator,pay per bucket,soft,enough,river,communal standpipe,2011,3,1
54104,1254,30.59670249,-3.95577442,Lake Tanganyika,Kigoma,16,1,other,95.0,True,VWC,False,2009,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,2013,2,4
37938,819,29.636467100000004,-4.8575063,Lake Tanganyika,Kigoma,16,4,urban,2469.0,False,Other,True,2010,submersible,other,never pay,soft,seasonal,rainwater harvesting,communal standpipe,2013,1,3
44879,191,33.07994293,-3.00914938,Lake Victoria,Mwanza,19,7,other,99.0,True,VWC,True,1998,mono,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe multiple,2011,8,13
29121,391,38.94252665,-10.18247959,Ruvuma / Southern Coast,Lindi,80,53,other,510.0,True,VWC,False,1981,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,2013,1,32
24111,660,35.86618558,-5.97948245,Wami / Ruvu,Dodoma,1,5,urban,157.0,True,VWC,False,2003,mono,vwc,pay per bucket,soft,dry,machine dbh,other,2011,4,8
13864,56,33.24487860139598,-3.491473498386441,Lake Victoria,Shinyanga,17,1,other,182.0,True,WUG,False,1998,nira/tanira,wug,pay monthly,soft,enough,shallow well,hand pump,2013,2,15
70659,930,38.61920272,-5.10533629,Pangani,Tanga,4,3,other,80.0,True,VWC,False,2005,gravity,vwc,never pay,unknown,insufficient,spring,communal standpipe multiple,2011,3,6
19431,30,31.62229541,-2.62865472,Lake Victoria,Kagera,18,8,other,498.0,True,WUA,True,2008,nira/tanira,wua,pay monthly,soft,dry,shallow well,hand pump,2011,7,3
67382,191,33.06485845,-2.49316328,Lake Victoria,Mwanza,19,2,other,229.0,True,Parastatal,True,2006,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,other,2011,7,5
54891,743,32.86316704,-4.09829177,Lake Tanganyika,Tabora,14,1,other,182.0,True,VWC,False,1993,nira/tanira,wug,pay when scheme fails,soft,enough,shallow well,hand pump,2012,10,19
56910,72,39.32675455,-7.04323181,Wami / Ruvu,Pwani,60,43,other,1.0,True,VWC,False,2010,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,2011,2,1
51763,1584,34.90205795,-11.08207304,Ruvuma / Southern Coast,Ruvuma,10,3,other,56.0,False,VWC,True,2004,gravity,vwc,unknown,soft,enough,spring,communal standpipe,2013,11,9
37657,94,39.10029583,-6.57587147,Wami / Ruvu,Pwani,6,1,other,200.0,True,Private operator,False,2006,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,2011,3,5
71298,1171,33.39283265,-2.06126602,Lake Victoria,Mara,20,4,other,250.0,True,VWC,True,1992,gravity,vwc,never pay,soft,dry,spring,communal standpipe multiple,2013,1,21
34347,1243,30.53979559,-3.58273707,Lake Tanganyika,Kigoma,16,1,other,210.0,True,VWC,False,2001,gravity,vwc,unknown,soft,enough,spring,improved spring,2013,2,12
7747,861,33.66530318,-9.33105031,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,1997,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2011,7,14
68120,2177,33.99218114,-9.26400305,Lake Nyasa,Iringa,11,3,other,180.0,True,WUA,False,1989,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,2011,3,22
21308,642,34.00201511,-9.46617689,Lake Nyasa,Mbeya,12,3,other,180.0,True,VWC,True,2004,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,7
60142,1697,35.82630641,-3.25530109,Internal,Arusha,24,30,other,230.0,True,VWC,True,2009,gravity,vwc,pay per bucket,soft,seasonal,river,communal standpipe,2013,3,4
10328,1227,37.45963903,-3.33751536,Pangani,Kilimanjaro,3,4,rural,30.0,True,Water Board,True,2008,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,2013,4,5
44072,191,32.35649433,-2.49890985,Lake Victoria,Mwanza,19,5,other,157.0,True,Water authority,True,1996,mono,water board,never pay,soft,enough,lake,communal standpipe,2011,8,15
34296,545,39.12741342,-4.84873475,Pangani,Tanga,4,8,other,1.0,True,VWC,True,2004,nira/tanira,vwc,never pay,fluoride abandoned,enough,other,hand pump,2011,3,7
34055,1293,37.07505731,-4.49228688,Pangani,Manyara,21,4,other,300.0,True,unknown,True,2011,submersible,vwc,unknown,salty,enough,machine dbh,cattle trough,2013,2,2
13336,1189,33.09441493,-2.08517211,Lake Victoria,Mwanza,19,1,other,350.0,True,unknown,True,1997,other,vwc,never pay,soft,insufficient,shallow well,other,2011,8,14
2800,184,40.17428881,-10.29285896,Ruvuma / Southern Coast,Mtwara,9,5,urban,220.0,True,unknown,False,1976,other,vwc,never pay,salty,insufficient,shallow well,other,2013,2,37
7274,727,34.13543991,-8.816906800000002,Rufiji,Mbeya,12,7,other,99.0,True,VWC,True,1989,gravity,vwc,pay monthly,soft,seasonal,river,communal standpipe,2011,4,22
1885,1291,34.356970000000004,-1.99000092,Lake Victoria,Mara,20,2,other,500.0,False,WUG,False,2011,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,2012,11,1
27234,1529,38.26992799,-4.783508900000001,Pangani,Tanga,4,1,other,1.0,True,VWC,True,1994,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,4,17
5704,1367,34.79198904,-9.84971792,Lake Nyasa,Iringa,11,5,other,100.0,True,VWC,False,2009,gravity,vwc,pay annually,soft,enough,lake,communal standpipe,2011,3,2
48053,191,33.091564197786525,-2.6205017775686295,Lake Tanganyika,Mwanza,19,6,other,125.0,True,VWC,True,2003,afridev,vwc,unknown,soft,insufficient,machine dbh,hand pump,2011,8,8
35428,56,34.1021835,-3.73105007,Internal,Shinyanga,17,6,other,125.0,True,WUA,True,2009,submersible,wua,pay per bucket,soft,enough,shallow well,communal standpipe multiple,2012,10,3
60232,191,32.81417788,-2.52211598,Lake Victoria,Mwanza,19,5,other,157.0,True,VWC,True,1980,nira/tanira,vwc,never pay,salty abandoned,dry,shallow well,hand pump,2011,7,31
8489,191,33.35266734,-2.57639994,Lake Victoria,Mwanza,19,2,other,229.0,True,VWC,True,2006,mono,vwc,never pay,soft,enough,lake,communal standpipe multiple,2011,7,5
72991,56,33.24487860139598,-3.491473498386441,Lake Victoria,Shinyanga,17,1,other,182.0,False,WUG,False,2008,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,2013,2,5
27604,1335,30.008986,-4.33216047,Lake Tanganyika,Kigoma,16,2,other,320.0,True,Water authority,True,2001,gravity,water board,pay monthly,soft,insufficient,river,communal standpipe,2013,2,12
63555,441,37.13940541,-6.7871852,Wami / Ruvu,Morogoro,5,1,other,150.0,True,VWC,True,1998,submersible,wug,pay per bucket,soft,insufficient,machine dbh,communal standpipe,2011,2,13
4482,743,36.04059319,-5.0403883,Internal,Dodoma,1,1,other,182.0,True,VWC,False,1986,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,4,25
48718,1521,37.58277583,-3.26875766,Pangani,Kilimanjaro,3,4,rural,1.0,True,WUA,True,1960,gravity,wua,never pay,soft,insufficient,spring,communal standpipe,2013,3,53
1521,231,38.3325614,-6.45992124,Wami / Ruvu,Pwani,6,1,other,80.0,True,WUA,True,2003,submersible,wua,pay per bucket,soft,enough,river,communal standpipe,2011,3,8
14094,1459,30.6840435,-3.62827193,Lake Tanganyika,Kigoma,16,1,other,450.0,True,VWC,False,2008,nira/tanira,vwc,unknown,soft,seasonal,shallow well,hand pump,2013,2,5
22464,333,38.87740223,-10.20135481,Ruvuma / Southern Coast,Lindi,8,3,other,73.0,True,VWC,False,1984,other,vwc,never pay,salty,insufficient,machine dbh,communal standpipe multiple,2013,1,29
41322,642,36.68237176,-6.29429002,Wami / Ruvu,Dodoma,1,3,other,180.0,True,VWC,False,2007,gravity,vwc,pay annually,soft,insufficient,spring,communal standpipe multiple,2011,3,4
60153,743,36.1111042,-6.86963749,Rufiji,Dodoma,1,1,other,182.0,True,VWC,True,1971,submersible,vwc,never pay,soft,enough,machine dbh,communal standpipe,2011,4,40
19339,1287,37.65981488,-3.62925733,Pangani,Kilimanjaro,3,2,other,98.0,True,unknown,False,1972,gravity,unknown,never pay,soft,insufficient,river,other,2013,3,41
57171,861,32.21986362,-4.52956567,Lake Tanganyika,Tabora,14,4,other,132.0,True,VWC,True,2008,submersible,vwc,never pay,soft,enough,machine dbh,hand pump,2012,10,4
24293,1551,35.30586743,-9.76613992,Lake Nyasa,Ruvuma,10,2,rural,90.0,True,VWC,True,1976,submersible,vwc,pay annually,soft,enough,river,communal standpipe,2013,2,37
56039,191,33.091564197786525,-2.6205017775686295,Lake Victoria,Mwanza,19,6,other,125.0,True,VWC,True,2010,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe multiple,2011,8,1
9472,743,31.11283967,-1.74171974,Lake Victoria,Kagera,18,1,other,182.0,True,WUA,True,1991,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,7,20
10554,1606,37.96381099,-4.21380946,Pangani,Kilimanjaro,3,3,other,200.0,True,Water authority,True,2001,gravity,vwc,never pay,soft,enough,river,communal standpipe,2013,12,12
